edad,genero,institucion,area_residencia,año_escolar,idiomas,edu_padres,ingreso_familiar,interes_cientifico_texto,actividades_gustan_texto,asignaturas_texto,carrera_texto,influencia_carrera_texto,likert_apoyo_maestros,opinion_amigos,likert_apoyo_familia,obstaculos_texto,sectores_interes_texto,likert_optimismo,likert_estabilidad_eco,impacto_esperado,likert_percep_tecnologia,area_tecnol_importante,likert_prob_steam,nivel_informacion_steam,genero_num,institucion_num,area_residencia_num,año_escolar_num,idiomas_num,edu_padres_num,ingreso_familiar_num,opinion_amigos_num,obstaculos_texto_num,sectores_interes_texto_num,impacto_esperado_num,area_tecnol_importante_num,nivel_informacion_steam_num,R_q9_herramientas,R_q9_bricolaje,R_q9_mecanica,I_q9_seres_vivos,I_q9_ingenieria,I_q9_fenómenos,I_q9_ajedrez,I_q9_ciencia_ficcion,I_q9_misterios,I_q9_novelas_detectives,A_q9_productos_artisticos,A_q9_arte_belleza_visual,A_q9_actividades_artisticas,I_q10_analisis_datos,I_q10_descubrimientos_cient,I_q10_explorar_tecnologia,R_q10_problemas_software,R_q10_diseño_construccion,I_q10_problemas_creativos,A_q10_artes_visuales,A_q10_retroalim_arte,I_q10_estadistica,I_q10_problemas_matematicos,I_q11_matematicas,I_q11_biologia,I_q11_fisica,I_q11_quimica,R_q11_tecnologia,A_q11_arte,I_q12_investigador_cientifico,R_q12_desarrollador_software,R_q12_ingeniero_civil,A_q12_artista_digital,I_q12_matematico,q12_otros,q13_familia,q13_maestros,q13_amigos,q13_redes_sociales,q13_nadie_particular,q13_no_especifica,q23_salud,q23_energia,q23_educacion,q23_transporte,q23_medio_ambiente,likert_apoyo_maestros_binario,opinion_amigos_binario,likert_apoyo_familia_binario,likert_optimismo_binario,likert_estabilidad_eco_binario,likert_percep_tecnologia_binario,likert_prob_steam_binario,nivel_informacion_steam_binario
15,Masculino,VICENTE ANDA AGUIRRE,Rural,Segundo de bachillerato,Español,Primaria,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos., Encuentros fascinantes los misterios sin resolver y me gusta buscar soluciones lógicas y científicas para resolverlos., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Aprender sobre nuevos descubrimientos científicos., Resolver problemas usando herramientas y software tecnológico., Resolver problemas complejos de manera creativa.",Física,Desarrollador/a de software,Familia,5,Positivo,5,Dificultad en las materias,Tecnología,3,5,Innovar y crear nuevas tecnologías,3,Medio ambiente,3,Neutro,1,0,0,2,1,1,1,4,3,2,2,5,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
15,Femenino,VICENTE ANDA AGUIRRE,Rural,Primero de bachillerato,Español,Primaria,Menos de $500,"Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura).","Crear obras artísticas como pinturas, dibujos o esculturas.",Física,Investigador/a científico/a,Familia,3,Neutro,5,Dificultad en las materias,Salud,3,2,No estoy seguro(a),4,Salud,3,Neutro,0,0,0,1,1,1,1,3,3,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
14,Masculino,VICENTE ANDA AGUIRRE,Rural,Primero de bachillerato,Español,Primaria,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos.",Aprender sobre nuevos descubrimientos científicos.,"Biología,  Física","Ingeniero/a civil, Otros",Familia,3,Neutro,4,Dificultad en las materias,Tecnología,3,4,Mejorar la calidad de vida de las personas,4,Transporte,4,Neutro,1,0,0,1,1,1,1,3,3,2,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
15,Masculino,VICENTE ANDA AGUIRRE,Rural,Primero de bachillerato,Español,Primaria,Más de $3000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje)., Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas., Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales., Me interesa investigar fenómenos físicos, biológicos y/o culturales para entender sus causas y efectos., Me gusta jugar ajedrez, Disfruto explorando temas relacionados con ciencia ficción y avances científicos futuristas., Encuentros fascinantes los misterios sin resolver y me gusta buscar soluciones lógicas y científicas para resolverlos., Me gusta leer novelas de detectives y explorar el razonamiento detrás de los casos y las soluciones propuestas., Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos., Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura)., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos en la sociedad., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte., Analizar datos y realizar interpretaciones estadísticas, Resolver problemas matemáticos y encontrar soluciones eficientes",Matemáticas,Matemático/a o estadístico/a,"Familia,  Maestros",1,Neutro,1,Dificultad en las materias,Educación (T/S/A),1,5,Innovar y crear nuevas tecnologías,1,Energía,1,Neutro,1,0,0,1,1,1,5,3,3,5,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
14,Femenino,VICENTE ANDA AGUIRRE,Rural,Primero de bachillerato,Español,Primaria,Menos de $500,Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales.,Resolver problemas usando herramientas y software tecnológico.,Matemáticas,"Desarrollador/a de software, Matemático/a o estadístico/a",Nadie en particular,3,Neutro,5,Dificultad en las materias,Tecnología,3,3,No estoy seguro(a),3,Educación,4,Neutro,0,0,0,1,1,1,1,3,3,2,5,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
15,Femenino,VICENTE ANDA AGUIRRE,Rural,Primero de bachillerato,Español,Primaria,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos., Me siento atraído/a por temas relacionados con mecánica y automóviles., Me gusta leer novelas de detectives y explorar el razonamiento detrás de los casos y las soluciones propuestas., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Explorar nuevas tecnologías y sus impactos en la sociedad., Diseñar y construir estructuras o dispositivos prácticos.","Biología,  Química",Desarrollador/a de software,Familia,1,Neutro,5,Dificultad en las materias,Arte,3,3,Mejorar la calidad de vida de las personas,2,Educación,3,Neutro,0,0,0,1,1,1,1,3,3,4,1,3,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18,Masculino,VICENTE ANDA AGUIRRE,Rural,Tercero de bachillerato,Español,Primaria,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje)., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales., Me interesa investigar fenómenos físicos, biológicos y/o culturales para entender sus causas y efectos., Disfruto explorando temas relacionados con ciencia ficción y avances científicos futuristas., Encuentros fascinantes los misterios sin resolver y me gusta buscar soluciones lógicas y científicas para resolverlos.","Aprender sobre nuevos descubrimientos científicos., Resolver problemas usando herramientas y software tecnológico., Resolver problemas complejos de manera creativa.","Química,  Tecnología","Ingeniero/a civil, Otros",Nadie en particular,5,Neutro,3,Dificultad en las materias,Educación (T/S/A),3,3,Mejorar la calidad de vida de las personas,4,Educación,3,Neutro,1,0,0,3,1,1,1,3,3,5,1,3,3,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
18,Femenino,VICENTE ANDA AGUIRRE,Rural,Tercero de bachillerato,Español,Primaria,Menos de $500,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.",Diseñar y construir estructuras o dispositivos prácticos.,Biología,Artista digital,Nadie en particular,3,Neutro,4,Dificultad en las materias,Medio ambiente,4,5,Mejorar la calidad de vida de las personas,3,Educación,2,Neutro,0,0,0,3,1,1,1,3,3,3,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
17,Masculino,VICENTE ANDA AGUIRRE,Rural,Segundo de bachillerato,Español,Primaria,Menos de $500,"Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje).","Crear obras artísticas como pinturas, dibujos o esculturas.",Arte,Desarrollador/a de software,Nadie en particular,4,Positivo,4,Dificultad en las materias,Arte,3,3,No estoy seguro(a),4,Salud,3,Neutro,1,0,0,2,1,1,1,4,3,4,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0
16,Femenino,VICENTE ANDA AGUIRRE,Urbana,Segundo de bachillerato,Español,Primaria,Menos de $500,"Disfruto explorando temas relacionados con ciencia ficción y avances científicos futuristas., Encuentros fascinantes los misterios sin resolver y me gusta buscar soluciones lógicas y científicas para resolverlos., Me gusta leer novelas de detectives y explorar el razonamiento detrás de los casos y las soluciones propuestas., Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos., Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura)., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.",Arte,Otros,Nadie en particular,3,Neutro,3,Falta de recursos educativos,Salud,3,4,Desarrollar nuevas ideas artísticas,3,Salud,3,Neutro,0,0,1,2,1,1,1,3,1,1,4,1,3,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16,Femenino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español,Primaria,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas., Encuentros fascinantes los misterios sin resolver y me gusta buscar soluciones lógicas y científicas para resolverlos., Me gusta leer novelas de detectives y explorar el razonamiento detrás de los casos y las soluciones propuestas., Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos., Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura)., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Explorar nuevas tecnologías y sus impactos en la sociedad., Resolver problemas usando herramientas y software tecnológico., Compartir y recibir retroalimentación sobre tu arte.","Biología,  Tecnología,  Arte",Otros,Nadie en particular,2,Neutro,2,Dificultad en las materias,Salud,4,4,Mejorar la calidad de vida de las personas,2,Salud,3,Neutro,0,0,1,3,1,1,1,3,3,1,1,1,3,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
16,Femenino,VICENTE ANDA AGUIRRE,Urbana,Segundo de bachillerato,Español,Primaria,$501 - $1000,"Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.",Analizar datos para encontrar patrones y conclusiones.,Arte,Artista digital,Familia,5,Neutro,4,Dificultad en las materias,Educación (T/S/A),4,2,No estoy seguro(a),4,Educación,3,Neutro,0,0,1,2,1,1,2,3,3,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
15,Femenino,VICENTE ANDA AGUIRRE,Urbana,Primero de bachillerato,Español,Primaria,$501 - $1000,"Me interesa trabajar con herramientas, máquinas y equipos.",Aprender sobre nuevos descubrimientos científicos.,Biología,Investigador/a científico/a,Nadie en particular,4,Neutro,2,Falta de apoyo familiar,Educación (T/S/A),1,1,No estoy seguro(a),5,Salud,1,Neutro,0,0,1,1,1,1,2,3,2,5,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
17,Femenino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español,Primaria,$501 - $1000,"Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.",Aprender sobre nuevos descubrimientos científicos.,Biología,Ingeniero/a civil,Familia,1,Neutro,1,Dificultad en las materias,Medio ambiente,2,4,Contribuir a la sostenibilidad,2,Educación,4,Neutro,0,0,1,3,1,1,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
19,Masculino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español,Primaria,$501 - $1000,Me siento atraído/a por temas relacionados con mecánica y automóviles.,Resolver problemas matemáticos y encontrar soluciones eficientes,Matemáticas,Ingeniero/a civil,Familia,3,Neutro,3,Falta de apoyo familiar,Tecnología,3,4,Contribuir a la sostenibilidad,5,Energía,5,Neutro,1,0,1,3,1,1,2,3,2,2,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
16,Masculino,VICENTE ANDA AGUIRRE,Urbana,Primero de bachillerato,Español,Primaria,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje)., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.",Diseñar y construir estructuras o dispositivos prácticos.,"Física,  Química,  Tecnología",Otros,No especifica,2,Neutro,4,Dificultad en las materias,No especifica,4,5,Mejorar la calidad de vida de las personas,4,Salud,3,Neutro,1,0,1,1,1,1,1,3,3,2,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
16,Masculino,VICENTE ANDA AGUIRRE,Urbana,Segundo de bachillerato,Español,Primaria,$1001 - $2000,"Me interesa trabajar con herramientas, máquinas y equipos., Me gusta jugar ajedrez","Crear obras artísticas como pinturas, dibujos o esculturas.",Matemáticas,Otros,Nadie en particular,2,Neutro,1,Dificultad en las materias,Tecnología,1,1,Innovar y crear nuevas tecnologías,1,Energía,1,Neutro,1,0,1,2,1,1,3,3,3,2,2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,Femenino,VICENTE ANDA AGUIRRE,Urbana,Segundo de bachillerato,Español,Primaria,$501 - $1000,"Me interesa trabajar con herramientas, máquinas y equipos.","Aprender sobre nuevos descubrimientos científicos., Resolver problemas usando herramientas y software tecnológico., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Biología,  Arte",Artista digital,Familia,4,Positivo,4,Falta de apoyo familiar,Salud,5,5,Mejorar la calidad de vida de las personas,3,Salud,3,Neutro,0,0,1,2,1,1,2,4,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0
15,Femenino,VICENTE ANDA AGUIRRE,Rural,Primero de bachillerato,Español,Secundaria,Menos de $500,"Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.","Crear obras artísticas como pinturas, dibujos o esculturas.",Matemáticas,Investigador/a científico/a,Familia,1,Neutro,4,Dificultad en las materias,Salud,3,5,Desarrollar nuevas ideas artísticas,2,Salud,3,Neutro,0,0,0,1,1,2,1,3,3,1,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
16,Masculino,VICENTE ANDA AGUIRRE,Rural,Primero de bachillerato,Español,Secundaria,Menos de $500,"Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales.","Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos.",Biología,Matemático/a o estadístico/a,Familia,5,Positivo,4,Dificultad en las materias,Tecnología,5,5,Mejorar la calidad de vida de las personas,5,Medio ambiente,2,Neutro,1,0,0,1,1,2,1,4,3,2,1,5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
16,Masculino,VICENTE ANDA AGUIRRE,Rural,Tercero de bachillerato,Español,Secundaria,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje)., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y cómo se utiliza para diseñar y construir soluciones prácticas a problemas cotidianos y globales., Disfruto explorando temas relacionados con ciencia ficción y avances científicos futuristas., Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura).",Resolver problemas complejos de manera creativa.,Química,Ingeniero/a civil,"Familia,  Amigos",3,Neutro,5,Dificultad en las materias,Tecnología,3,4,Contribuir a la sostenibilidad,3,Educación,3,Neutro,1,0,0,3,1,2,1,3,3,2,3,3,3,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
17,Femenino,VICENTE ANDA AGUIRRE,Rural,Tercero de bachillerato,Español,Secundaria,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos.",Compartir y recibir retroalimentación sobre tu arte.,"Matemáticas,  Física",Otros,Nadie en particular,3,Neutro,3,Falta de recursos educativos,Salud,3,5,Mejorar la calidad de vida de las personas,4,Transporte,2,Neutro,0,0,0,3,1,2,1,3,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
14,Femenino,VICENTE ANDA AGUIRRE,Rural,Primero de bachillerato,Español,Secundaria,$501 - $1000,Me siento atraído/a por temas relacionados con mecánica y automóviles.,Explorar nuevas tecnologías y sus impactos en la sociedad.,Química,Ingeniero/a civil,Familia,5,Neutro,5,Dificultad en las materias,Tecnología,3,4,Desarrollar nuevas ideas artísticas,3,Energía,3,Neutro,0,0,0,1,1,2,2,3,3,2,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
15,Femenino,VICENTE ANDA AGUIRRE,Urbana,Primero de bachillerato,Español,Secundaria,Menos de $500,"Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje).",Explorar nuevas tecnologías y sus impactos en la sociedad.,Arte,Artista digital,Familia,1,Neutro,1,Falta de recursos educativos,Tecnología,1,2,Innovar y crear nuevas tecnologías,4,Educación,2,Neutro,0,0,1,1,1,2,1,3,1,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
15,Femenino,VICENTE ANDA AGUIRRE,Urbana,Primero de bachillerato,Español,Secundaria,$501 - $1000,"Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje).",Resolver problemas usando herramientas y software tecnológico.,Tecnología,Desarrollador/a de software,Familia,2,Neutro,2,Falta de recursos educativos,Tecnología,1,5,Innovar y crear nuevas tecnologías,3,Educación,3,Neutro,0,0,1,1,1,2,2,3,1,2,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17,Masculino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español,Secundaria,$501 - $1000,"Me interesa trabajar con herramientas, máquinas y equipos., Me siento atraído/a por temas relacionados con mecánica y automóviles.",Explorar nuevas tecnologías y sus impactos en la sociedad.,Tecnología,Desarrollador/a de software,Familia,1,Neutro,3,Dificultad en las materias,Tecnología,4,3,Innovar y crear nuevas tecnologías,4,Energía,4,Neutro,1,0,1,3,1,2,2,3,3,2,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
17,Femenino,VICENTE ANDA AGUIRRE,Urbana,Tercero de bachillerato,Español,Secundaria,Menos de $500,"Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos., Disfruto explorando temas relacionados con arte y belleza visual en diferentes formas de expresión (dibujo, pintura, escultura)., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte., Resolver problemas matemáticos y encontrar soluciones eficientes","Matemáticas,  Biología,  Tecnología,  Arte",Otros,Nadie en particular,3,Neutro,4,Falta de recursos educativos,Arte,3,3,Desarrollar nuevas ideas artísticas,5,Salud,4,Neutro,0,0,1,3,1,2,1,3,1,4,4,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
16,Femenino,VICENTE ANDA AGUIRRE,Urbana,Segundo de bachillerato,Español,Secundaria,$501 - $1000,"Me interesa trabajar con herramientas, máquinas y equipos., Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos., Disfruto de actividades artísticas como la música, el teatro o la literatura que involucran la creación de obras y expresiones creativas.","Explorar nuevas tecnologías y sus impactos en la sociedad., Crear obras artísticas como pinturas, dibujos o esculturas.","Matemáticas,  Biología,  Arte","Artista digital, Desarrollador/a de software, Ingeniero/a civil",Redes sociales,3,Positivo,5,Dificultad en las materias,Arte,5,5,Mejorar la calidad de vida de las personas,5,Educación,4,Neutro,0,0,1,2,1,2,2,4,3,4,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
15,Femenino,VICENTE ANDA AGUIRRE,Rural,Primero de bachillerato,Español,Universidad,Menos de $500,"Disfruto arreglando o construyendo cosas físicas (por ejemplo, reparaciones en casa, proyectos de bricolaje)., Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas.","Explorar nuevas tecnologías y sus impactos en la sociedad., Resolver problemas usando herramientas y software tecnológico.","Biología,  Física,  Química",Investigador/a científico/a,Familia,5,Positivo,5,Dificultad en las materias,Salud,5,5,Mejorar la calidad de vida de las personas,5,Educación,1,Neutro,0,0,0,1,1,4,1,4,3,1,1,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0
16,Masculino,VICENTE ANDA AGUIRRE,Rural,Primero de bachillerato,Español,Universidad,$1001 - $2000,"Disfruto explorando y aprendiendo sobre seres vivos como animales, peces y plantas., Me interesa investigar fenómenos físicos, biológicos y/o culturales para entender sus causas y efectos., Me interesa trabajar con materiales físicos (como pinturas, arcilla, telas) para crear productos artísticos.","Resolver problemas usando herramientas y software tecnológico., Resolver problemas complejos de manera creativa., Resolver problemas matemáticos y encontrar soluciones eficientes",Física,Desarrollador/a de software,Familia,1,Positivo,2,Dificultad en las materias,Educación (T/S/A),3,3,Contribuir a la sostenibilidad,2,Salud,2,Neutro,1,0,0,1,1,4,3,4,3,5,3,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
